,source,text,positive_words,negative_words,negative_adverbs,punctuation_sum,punctuation_exclamation,negation,positive_rating,class
2749,imdb,I guess I liked the details of his dysfunction--he was believable.,2,0,0,1,0,0,0,1

2750,imdb,The football scenes at the end were perplexing.,0,1,0,1,0,0,0,0

2751,imdb,But I thought his acting was skilled.,1,0,0,1,0,0,0,1

2752,imdb,Meredith M was better than all right.,2,0,0,1,0,0,0,1

2753,imdb,A very charming film with wonderful sentiment and heart.,2,0,0,1,0,0,0,1

2754,imdb,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn"t fall into the trap of being overly syrupy or over indulgent.,3,2,0,1,0,1,0,1

2755,imdb,Nine out of ten for a truly lovely film.,1,0,0,1,0,0,0,1

2756,imdb,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.,1,0,0,1,0,0,0,1

2757,imdb,This is one of the best Italian thrillers of the early 70"s.,1,0,0,1,0,0,0,1

2758,imdb,A standout scene.,1,0,0,1,0,0,0,1

2759,imdb,This scene is very strong and unpleasant.,1,1,0,1,0,0,0,0

2760,imdb,'Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it"s coming from a distant hill.',6,0,0,3,0,0,0,1

2761,imdb,It"s still wild stuff though and is highly recommended to fans of giallo cinema.,2,1,0,1,0,0,0,1

2762,imdb,The movie was very interesting from beginning to the end.,1,0,0,1,0,0,0,1

2763,imdb,I liked the way Dustin Hoffman"s character was ready to do just about everything to stay with his son.,2,0,0,1,0,0,0,1

2764,imdb,This movie is also revealing.,1,0,0,1,0,0,0,1

2765,imdb,'Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.',0,1,0,2,0,0,0,1

2766,imdb,And it was boring.,0,1,0,1,0,0,0,0

2767,imdb,'I am so tired of clichés that is just lazy writing, and here they come in thick and fast.',1,2,0,2,0,0,0,0

2768,imdb,PS the only scene in the movie that was cool is when the central character finds her room blown up.,1,0,0,1,0,0,0,1

2769,imdb,'It"s a fresh, subtle, and rather sublime effect.',2,0,0,3,0,0,0,1

2770,imdb,'An Italian reviewer called this "a small, great film," and that"s right.',2,0,0,3,0,0,0,1

2771,imdb,'All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.',2,2,0,3,0,0,0,1

2772,imdb,'You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.',0,0,0,2,0,0,0,1

2773,imdb,The movie in movie situations in the beginning and through the game that is played with her by the "acting coach" are fascinating.,1,0,0,1,0,0,0,1

2774,imdb,Also the music by Mark Snow is possibly the best score I"ve ever heard.,1,0,0,1,0,0,0,1

2775,imdb,You won"t forget this movie!,0,0,0,1,1,1,0,1

2776,imdb,Why was this film made?,0,0,0,1,0,0,0,0

2777,imdb,The film has an ultra-cheap look to it.,0,0,0,1,0,0,0,0

2778,imdb,The result is a film that just don"t look right.,1,0,0,1,0,1,0,0

2779,imdb,None of them are engaging or exciting.,2,0,0,1,0,0,0,0

2780,imdb,The plot is nonsense that doesn"t interest in the slightest way or have any uniqueness to it.,0,2,0,1,0,1,0,0

2781,imdb,The Foreigner is not worth one second of your time.,1,0,0,1,0,1,0,0

2782,imdb,'I saw it as a child on TV back in 1973, when it was "The Stranger" and I loved it.',1,0,0,2,0,0,0,1

2783,imdb,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut"s biggest fear is that he has crashed in the USSR.,2,3,0,1,0,0,0,1

2784,imdb,This movie is so awesome!,1,0,0,1,1,0,0,1

2785,imdb,'I loved it, it was really scary.',1,1,0,2,0,0,0,1

2786,imdb,I love the Scream movies and all horror movies and this one ranks way up there.,1,1,0,1,0,0,0,1

2787,imdb,If you want a real scare rent this one!,0,1,0,1,1,0,0,1

2788,imdb,10/10,0,0,0,0,0,0,1,1

2789,imdb,This is an extraordinary film.,1,0,0,1,0,0,0,1

2790,imdb,'As a courtroom drama, it"s compelling, as an indictment on the American justice system, it"s frightening.',0,1,0,4,0,0,0,1

2791,imdb,'This film highlights the fundamental flaws of the legal process, that it"s not about discovering guilt or innocence, but rather, is about who presents better in court.',1,2,0,4,0,1,0,1

2792,imdb,'The film is well paced, understated and one of the best courtroom documentaries I"ve seen.',2,0,0,2,0,0,0,1

2793,imdb,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.,2,0,0,1,0,0,0,1

2794,imdb,'Predictable, but not a bad watch.',0,1,0,2,0,1,0,1

2795,imdb,It was clear that she had the range and ability to pull off this part.,1,0,0,1,0,0,0,1

2796,imdb,She carries the movie well.,1,0,0,1,0,0,0,1

2797,imdb,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.,2,0,0,1,0,0,0,1

2798,imdb,'It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.',2,0,0,2,0,0,0,1

2799,imdb,'How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it"s ALL wrong.',0,2,0,8,0,0,0,0

2800,imdb,'In fact, this stinker smells like a direct-to-video release.',1,1,0,2,0,0,0,0

2801,imdb,Avoid at ALL costs!,0,1,0,1,1,0,0,0

2802,imdb,Star Trek V The final Frontier is the worst in the series.,0,1,0,1,0,0,0,0

2803,imdb,'The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.',2,3,0,2,0,0,0,0

2804,imdb,The attempts at humor were pitiful and story is so awful it dosen"t bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn"t care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.,1,4,0,1,0,2,0,0

2805,imdb,The only place good for this film is in the garbage.,1,1,0,1,0,0,0,0

2806,imdb,The worst one of the series.,0,1,0,1,0,0,0,0

2807,imdb,Editing: The editing of this film was phenomenal in my opinion.,1,0,0,1,0,0,0,1

2808,imdb,'When a song could explain the emotions of the subjects better, such as when Jay Adams" unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.',1,1,0,4,0,0,0,1

2809,imdb,Cinematography: The film was shot in an interesting way.,1,0,0,1,0,0,0,1

2810,imdb,'Of course the footage from the 70s was grainy, but that only enhanced the film.',1,1,0,2,0,0,0,1

2811,imdb,This film offers many delights and surprises.,0,0,0,1,0,0,0,1

2812,imdb,'When Achille and Philippa beautifully sing a duet from "Don Giovanni" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.',4,0,0,2,0,0,0,1

2813,imdb,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.,1,0,0,1,0,0,0,1

2814,imdb,You share General Loewenhielm"s exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.,2,0,0,1,0,0,0,1

2815,imdb,But this understated film leaves a lasting impression.,0,0,0,1,0,0,0,1

2816,imdb,The warmth it generates is in contrast to its austere backdrop.,1,1,0,1,0,0,0,1

2817,imdb,You will leave the theater wanting to go out and dance under the stars.,0,0,0,1,0,0,0,1

2818,imdb,'The acting, as you"d expect from this cast, is top notch.',1,0,0,3,0,0,0,1

2819,imdb,'The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.',4,1,0,3,0,0,0,1

2820,imdb,'Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.',2,1,0,2,0,0,0,1

2821,imdb,Conclusion - I loved it.,1,0,0,1,0,0,0,1

2822,imdb,It"s a long time since I was so entertained by a movie.,0,0,0,1,0,0,0,1

2823,imdb,I struggle to find anything bad to say about it.,0,2,0,1,0,0,0,1

2824,imdb,'Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.',2,3,0,4,0,0,0,1

2825,imdb,'It"s pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.',2,1,0,2,0,0,0,1

2826,imdb,'The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn"t insult the audience or take the easy way out when it comes to white racism.',4,3,0,2,0,1,0,1

2827,imdb,'Plus, with the movie"s rather modest budget and fast running time, it does an amazing job!',3,0,0,3,1,0,0,1

2828,imdb,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.,3,0,0,1,0,0,0,1

2829,imdb,Trumbull on I LOVE LUCY).,1,0,0,1,0,0,0,1

2830,imdb,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.,1,0,0,1,0,0,0,1

2831,imdb,See both films if you can.,0,0,0,1,0,0,0,1

2832,imdb,'It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce"s acclaimed novella "The Dead.',3,1,0,3,0,0,0,1

2833,imdb,'Feelings, thoughts...Gabriel"s discomfort during the dance...all these intangibles leap to life and come within the viewer"s grasp in Huston"s portrayal.',0,1,0,8,0,0,0,1

2834,imdb,Very disappointed and wondered how it could be in the Oscar shortlist.,0,1,0,1,0,0,0,0

2835,imdb,It"s very slow.,0,1,0,1,0,0,0,0

2836,imdb,Lot of holes in the plot: there"s nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.,1,0,0,1,0,2,0,0

2837,imdb,) Don"t waste your time.,0,1,0,1,0,1,0,0

2838,imdb,End of Days is one of the worst big-budget action movies I"ve ever seen.,0,1,0,1,0,0,0,0

2839,imdb,He surely doesn"t know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.,1,0,0,1,0,1,0,0

2840,imdb,This was one of the worst films i have ever seen.,0,1,0,1,0,0,0,0

2841,imdb,I"m still trying to get over how bad it was.,0,1,0,1,0,0,0,0

2842,imdb,This movie is possibly one of the most creative works of horror ever.,2,0,0,1,0,0,0,1

2843,imdb,'It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you"re looking for the be-all, end-all of brainsucking movies, look no further.',0,1,0,14,0,1,0,1

2844,imdb,'" With great sound effects, and impressive special effects, I can"t recommend this movie enough.',4,0,0,3,0,1,0,1

2845,imdb,'Call me a nut, but I think this is one of the best movies ever.',1,0,0,2,0,0,0,1

2846,imdb,Great character actors Telly Savalas and Peter Boyle.,1,0,0,1,0,0,0,1

2847,imdb,'1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?',1,3,0,5,0,0,0,0

2848,imdb,Lots of holes in the script.,0,0,0,1,0,0,0,0

2849,imdb,It"s like a bad two hour TV movie.,1,1,0,1,0,0,0,0

2850,imdb,Now imagine that every single one of those decisions was made wrong.,0,1,0,1,0,0,0,0

2851,imdb,The dialogue is atrocious.,0,1,0,1,0,0,0,0

2852,imdb,The acting is beyond abysmal.,0,1,0,1,0,0,0,0

2853,imdb,Everything stinks.,0,1,0,1,0,0,0,0

2854,imdb,'Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.',1,2,0,5,0,0,0,0

2855,imdb,'Worse, there"s an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who"s working on a story on the anniversary of the killings.',1,2,1,2,0,0,0,0

2856,imdb,'It"s dumb and pointless, and a complete waste of time.',0,3,0,2,0,0,0,0

2857,imdb,'In short, don"t bother with this movie.',0,1,0,2,0,1,0,0

2858,imdb,'I won"t spoil it, but the ending in pretty amazing.',2,1,0,2,0,1,0,1

2859,imdb,'The best scene in the movie is at the end, but I won"t spoil it.',1,1,0,2,0,1,0,1

2860,imdb,'If there was ever an indication of a writer and a director"s ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!',1,1,0,2,1,0,0,1

2861,imdb,'The result is a powerhouse achievement, made more timely now perhaps because of our culture"s disturbing fascination with celebrity, and it"s distorted interpretations of fame.',4,2,0,3,0,0,0,1

2862,imdb,A film not easily forgotten.,0,0,0,1,0,1,0,1

2863,imdb,'But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.',3,0,0,3,0,0,0,1

2864,imdb,The scripting of the subtle comedy is unmatched by any movie in recent years.,1,0,0,1,0,0,0,1

2865,imdb,'The characters are interesting, even if a bit predictable.',1,0,0,2,0,0,0,1

2866,imdb,'Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!',3,0,0,3,1,1,0,1

2867,imdb,Great movie!,1,0,0,1,1,0,0,1

2868,imdb,Also the story and acting were weak.,0,1,0,1,0,0,0,0

2869,imdb,'At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn"t.',1,0,0,7,0,1,0,0

2870,imdb,'Either way, it sucks.',0,1,0,2,0,0,0,0

2871,imdb,The script is horrendously stupid.,0,2,0,1,0,0,0,0

2872,imdb,The story starts too fast with absolutely no suspense or build-up in the slightest.,1,0,0,1,0,1,0,0

2873,imdb,Everything Captain Howdy says is either laughable or just plain stupid.,0,2,0,1,0,0,0,0

2874,imdb,What the hell kind of crap is that?!,0,2,0,2,1,0,0,0

2875,imdb,'Then, there"s the plot holes.',0,1,0,2,0,0,0,0

2876,imdb,You could drive a semi truck into these holes!,0,0,0,1,1,0,0,0

2877,imdb,Linda Cardellini is the only thing good in this film.,1,0,0,1,0,0,0,1

2878,imdb,She"s poised and amazing.,2,0,0,1,0,0,0,1

2879,imdb,Dee Snider just plain sucks.,0,1,0,1,0,0,0,0

2880,imdb,'He can"t act (one of the least scary villains I have ever seen), he can"t write (did he write this damn movie in his sleep?',0,3,0,2,0,2,0,0

2881,imdb,I was bored throughout the whole damn thing.,0,2,0,1,0,0,0,0

2882,imdb,'The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.',0,7,0,10,0,0,0,0

2883,imdb,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.,1,2,0,1,0,0,0,0

2884,imdb,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.,1,1,0,1,0,0,0,0
